config_key,T,m,sigma2_method,cbar_otimo,poder_no_otimo,se_poder,se_cbar,fallback_used,refined,inv_dev,cfg_seed,lambda1,lambda2,lambda3,lambda4,lambda5,mza_cv1,mza_cv1_se,mza_cv2_5,mza_cv2_5_se,mza_cv5,mza_cv5_se,mza_cv10,mza_cv10_se,msb_cv1,msb_cv1_se,msb_cv2_5,msb_cv2_5_se,msb_cv5,msb_cv5_se,msb_cv10,msb_cv10_se,mzt_cv1,mzt_cv1_se,mzt_cv2_5,mzt_cv2_5_se,mzt_cv5,mzt_cv5_se,mzt_cv10,mzt_cv10_se,pt_cv1,pt_cv1_se,pt_cv2_5,pt_cv2_5_se,pt_cv5,pt_cv5_se,pt_cv10,pt_cv10_se,mpt_cv1,mpt_cv1_se,mpt_cv2_5,mpt_cv2_5_se,mpt_cv5,mpt_cv5_se,mpt_cv10,mpt_cv10_se
T80_m3_lambdas_0.15_0.45_0.75,80,3,const,-9.243670886,0.5,0.007067539,0.111883984,0,0,3.21E-10,138875948,0.15,0.45,0.75,,,-20.75102563,0.334153045,-17.42997781,0.140539348,-15.11229464,0.116849435,-12.69118166,0.100678508,0.152262821,0.001218307,0.165970586,0.000915236,0.176365747,0.000852143,0.191879359,0.000772734,-3.188418239,0.026467864,-2.912330461,0.014449964,-2.699296678,0.01503457,-2.468516252,0.010841463,2.579216002,0.05693599,3.075953205,0.047004085,3.708169363,0.043661454,4.535002298,0.040050384,2.240127214,0.03982826,2.626450334,0.036884333,3.027367916,0.030046409,3.596758889,0.025715541
T80_m3_lambdas_0.15_0.45_0.85,80,3,const,-9.148550725,0.5,0.007068817,0.128099055,0,0,4.00E-10,143941248,0.15,0.45,0.85,,,-19.95952403,0.335424757,-16.90244655,0.17481371,-14.74513605,0.12962962,-12.36517271,0.082495948,0.154375765,0.001347011,0.167567051,0.000808246,0.178106449,0.000782989,0.193488658,0.000877406,-3.109305623,0.028332052,-2.855030964,0.016409811,-2.662319625,0.01412894,-2.424456458,0.012136115,2.593593222,0.048194502,3.100031997,0.051894778,3.66828628,0.044086424,4.526412565,0.043109918,2.293457219,0.036433421,2.66175337,0.031182417,3.072837196,0.029989166,3.654131664,0.030018075
T80_m3_lambdas_0.15_0.55_0.75,80,3,const,-8.819852941,0.5,0.007068656,0.129982864,0,0,2.77E-10,139012848,0.15,0.55,0.75,,,-19.63484767,0.434302853,-16.62566813,0.189157252,-14.42012905,0.16851401,-12.19814137,0.128986024,0.154989689,0.001327982,0.168521484,0.000964611,0.180674459,0.000861342,0.195042055,0.00074868,-3.083691727,0.037653261,-2.840629528,0.015637868,-2.630200414,0.012130418,-2.409826819,0.011708718,2.47030196,0.048075184,2.945270624,0.040407179,3.477401029,0.03814448,4.275150965,0.040162498,2.161576074,0.044754412,2.51284494,0.031114043,2.899867926,0.030460578,3.455369455,0.029437022
T80_m3_lambdas_0.15_0.55_0.85,80,3,const,-8.623417722,0.5,0.007068441,0.111883984,0,0,4.15E-10,144078148,0.15,0.55,0.85,,,-20.01726706,0.40080857,-16.67148873,0.215612714,-14.25547751,0.153807384,-12.00238804,0.08493889,0.15554011,0.001583781,0.169485868,0.000917986,0.181555052,0.001074311,0.196385673,0.00067828,-3.111994458,0.039142777,-2.835097734,0.020821636,-2.611593108,0.01285233,-2.397391636,0.010325027,2.262651692,0.042291825,2.823296306,0.052750509,3.360582916,0.037769458,4.106178972,0.037691447,2.025376178,0.044247197,2.412587634,0.042965161,2.832389189,0.030629888,3.327368921,0.028236097
T80_m3_lambdas_0.15_0.65_0.85,80,3,const,-8.810606061,0.5,0.007068748,0.133921739,0,0,6.14E-11,144215048,0.15,0.65,0.85,,,-19.56796949,0.244477985,-16.67839308,0.205044813,-14.12619937,0.152231388,-11.80147773,0.101717598,0.155703417,0.001288006,0.168975553,0.000916876,0.181422687,0.001122541,0.198143044,0.00066852,-3.084100536,0.020872349,-2.828233252,0.017265487,-2.599553917,0.015598925,-2.37553438,0.009689562,2.418718721,0.048297387,2.964020208,0.045710487,3.571653745,0.043505253,4.401474826,0.044897385,2.152509396,0.034097263,2.540020152,0.033715157,2.988185336,0.034855954,3.528325947,0.028857767
T80_m3_lambdas_0.25_0.45_0.65,80,3,const,-9.200598802,0.5,0.007067277,0.105854309,0,0,1.97E-10,133814348,0.25,0.45,0.65,,,-20.49142044,0.306732312,-17.39268051,0.224284214,-15.01071899,0.147901012,-12.67475453,0.10054446,0.15309664,0.001003153,0.165732383,0.000729248,0.177818859,0.000961408,0.192729106,0.000731044,-3.133888215,0.029750646,-2.900858182,0.018384473,-2.691439405,0.015646725,-2.462453384,0.009990942,2.495790007,0.057389028,3.116916325,0.047092005,3.656985483,0.051303102,4.489340819,0.049476026,2.250302599,0.047616243,2.635357618,0.041389853,3.041400776,0.029891959,3.566352229,0.027426037
T80_m3_lambdas_0.25_0.45_0.75,80,3,const,-9.125899281,0.5,0.007069008,0.127177479,0,0,7.79E-10,138879648,0.25,0.45,0.75,,,-20.29983238,0.333818756,-17.37574625,0.206540329,-15.045288,0.144210547,-12.67506508,0.111231158,0.153713743,0.001174876,0.165807559,0.000969876,0.177198992,0.000823837,0.192305314,0.000685106,-3.145541048,0.02382331,-2.903476102,0.017784973,-2.68858153,0.011221982,-2.459572598,0.010152721,2.482344931,0.044838671,3.004054765,0.051613929,3.590734921,0.038722757,4.390959353,0.048011231,2.192751865,0.042313906,2.583642652,0.030921283,2.972970524,0.026701814,3.541721816,0.027302239
T80_m3_lambdas_0.25_0.45_0.85,80,3,const,-9.077922078,0.5,0.007069302,0.114790062,0,0,5.63E-10,143944948,0.25,0.45,0.85,,,-19.96435343,0.35373912,-16.90554465,0.210420224,-14.57597505,0.166051291,-12.21538667,0.100817095,0.154515775,0.001541888,0.168547795,0.000871904,0.179310879,0.000763743,0.194886777,0.000664772,-3.117280384,0.025842201,-2.85583198,0.01410191,-2.640401434,0.013095919,-2.410676896,0.010110895,2.576400693,0.041121547,3.089918242,0.049195993,3.674581477,0.04060981,4.489493056,0.038398017,2.257607194,0.036024796,2.611910724,0.031214688,3.065345238,0.029276452,3.638636245,0.025882574
T80_m3_lambdas_0.25_0.55_0.75,80,3,const,-8.619565217,0.5,0.007069107,0.128099055,0,0,5.23E-10,139016548,0.25,0.55,0.75,,,-19.39025521,0.315160155,-16.36903487,0.206376611,-14.28089516,0.150704134,-11.91581975,0.100482122,0.157388935,0.001214826,0.169246302,0.001114385,0.181473061,0.000775337,0.197426469,0.000739467,-3.066316845,0.029228998,-2.811437712,0.017630868,-2.61736366,0.013847705,-2.387278054,0.011206588,2.314549428,0.044971408,2.847690637,0.0363988,3.348756548,0.039558007,4.153826262,0.04620903,2.094676745,0.031798872,2.462293101,0.021228964,2.806531108,0.026156906,3.355139054,0.026918975
T80_m3_lambdas_0.25_0.55_0.85,80,3,const,-8.865625,0.5,0.007068221,0.110485435,0,0,8.77E-11,144081848,0.25,0.55,0.85,,,-19.49870606,0.278283586,-16.41352756,0.243481903,-14.34127512,0.15134456,-12.26537981,0.106464481,0.15661365,0.001090212,0.169190891,0.00104813,0.180820647,0.000949322,0.194693181,0.000764312,-3.093348985,0.025645138,-2.824469349,0.020484455,-2.629094268,0.011785033,-2.410261226,0.010508416,2.445778809,0.045295195,3.016964747,0.041126548,3.494699469,0.048193371,4.289233061,0.039544407,2.162171447,0.028572224,2.552319422,0.034450937,2.93733216,0.026168824,3.482408221,0.029252907
T80_m3_lambdas_0.25_0.65_0.85,80,3,const,-8.694444444,0.5,0.007068279,0.122761594,0,0,4.54E-10,144218748,0.25,0.65,0.85,,,-19.26602093,0.368186293,-16.20241912,0.236624175,-14.04404253,0.149006539,-11.66048662,0.100362425,0.157790674,0.001403532,0.170380578,0.000791631,0.182699824,0.000782748,0.198379536,0.000916386,-3.04242763,0.034700703,-2.798472846,0.022946739,-2.591498882,0.014109278,-2.360540941,0.011280183,2.380398348,0.040895851,2.883159467,0.036040389,3.448335532,0.036346537,4.251841957,0.048255224,2.140226359,0.038166586,2.509624273,0.02884508,2.920284833,0.030561596,3.487709911,0.029577895
T80_m3_lambdas_0.35_0.55_0.75,80,3,const,-8.682119205,0.5,0.00706808,0.117070659,0,0,4.49E-10,139020248,0.35,0.55,0.75,,,-19.64061734,0.376196355,-16.72264152,0.23311005,-14.29880458,0.179975722,-11.88028148,0.094712391,0.15601111,0.001185906,0.168233056,0.000929581,0.181535632,0.000960407,0.198404164,0.000818778,-3.096288318,0.028644417,-2.832284537,0.01836599,-2.622883027,0.015692425,-2.379568006,0.010129575,2.293049212,0.033901388,2.786350554,0.058781875,3.387071511,0.057909066,4.208947426,0.04097464,2.039933384,0.028900083,2.463861125,0.026239346,2.84515007,0.030446991,3.405366647,0.03199261
T80_m3_lambdas_0.35_0.55_0.85,80,3,const,-8.953020134,0.5,0.007069998,0.118642077,0,0,5.63E-10,144085548,0.35,0.55,0.85,,,-19.58837409,0.327923258,-16.78141828,0.207846375,-14.37417487,0.133076163,-12.13694708,0.100987145,0.156265724,0.001335163,0.168207745,0.000990586,0.180762758,0.000884731,0.195605012,0.000713584,-3.100044954,0.022976758,-2.842558508,0.018938718,-2.629927455,0.015014705,-2.402617208,0.010466035,2.415049761,0.048688143,2.974198444,0.038052563,3.565997839,0.036827293,4.38091765,0.052388417,2.157973056,0.031693526,2.583935342,0.032035249,3.003757774,0.026966581,3.577419034,0.03593717
T80_m3_lambdas_0.35_0.65_0.85,80,3,const,-9.066666667,0.5,0.007069596,0.11785113,0,0,7.53E-11,144222448,0.35,0.65,0.85,,,-19.43687938,0.294723361,-16.52700877,0.211023862,-14.33856493,0.133554926,-12.09243797,0.111486622,0.155760327,0.001402677,0.169527147,0.000992194,0.181154312,0.00082555,0.196026123,0.000768514,-3.08229412,0.021349988,-2.819431798,0.017836617,-2.621578056,0.014017392,-2.398733424,0.010186962,2.622667897,0.039507726,3.104057101,0.03912645,3.686361275,0.041831805,4.471741133,0.04453456,2.281441185,0.042384079,2.684599504,0.036829831,3.10487702,0.028538399,3.667057295,0.032795177
T80_m3_lambdas_0.45_0.65_0.85,80,3,const,-8.603448276,0.5,0.007068256,0.101595802,0,0,3.25E-10,144226148,0.45,0.65,0.85,,,-19.62446865,0.327875168,-16.54188594,0.203718221,-14.2431471,0.131838761,-11.82290135,0.097565197,0.155237017,0.001325272,0.169104959,0.001073862,0.181235022,0.000983428,0.198690529,0.000666007,-3.089188921,0.02717007,-2.812886355,0.016636978,-2.609291001,0.014668063,-2.37360694,0.012033068,2.369938612,0.045391554,2.807473321,0.033770544,3.285908913,0.040822503,4.057456155,0.043939926,2.071016908,0.0348825,2.455423705,0.030605705,2.824581669,0.027157913,3.390715782,0.032524632
T80_m4_lambdas_0.15_0.36_0.57_0.78,80,4,const,-9.711678832,0.5,0.007068475,0.129034084,0,0,1.55E-10,1591488697,0.15,0.36,0.57,0.78,,-21.84632547,0.347837432,-18.9451072,0.222368613,-16.72268961,0.133981804,-14.28915051,0.096284525,0.14774432,0.001481339,0.158560708,0.000726243,0.168884837,0.000738836,0.181546742,0.000602934,-3.261891197,0.02575467,-3.022533968,0.017056241,-2.846922867,0.012892675,-2.621999878,0.009537321,2.704209838,0.046960948,3.198554327,0.037856144,3.704889712,0.047307178,4.495043631,0.042599686,2.326966062,0.029405325,2.681700934,0.029048113,3.034390678,0.03250426,3.519169686,0.023974775
T80_m4_lambdas_0.15_0.36_0.57_0.85,80,4,const,-9.670289855,0.5,0.007068648,0.128099055,0,0,2.98E-10,1722679967,0.15,0.36,0.57,0.85,,-21.20370685,0.31035331,-18.27488727,0.189120279,-16.29475405,0.138849659,-14.110108,0.091855729,0.151312718,0.000984207,0.16147896,0.000801468,0.170647636,0.000655783,0.18249992,0.000629781,-3.208533166,0.027435341,-2.974593925,0.014167283,-2.802331478,0.012404036,-2.596753294,0.009571178,2.76596451,0.042551696,3.197662648,0.040304913,3.783498178,0.042930165,4.539487986,0.041043572,2.372943406,0.034698039,2.74095535,0.025465427,3.069083644,0.028328662,3.555875535,0.024727709
T80_m4_lambdas_0.15_0.36_0.64_0.85,80,4,const,-9.402173913,0.5,0.007069372,0.128099055,0,0,1.85E-10,1726225677,0.15,0.36,0.64,0.85,,-21.20935626,0.295380715,-18.51280633,0.204437374,-16.34407829,0.14690764,-13.95797102,0.110789397,0.15025877,0.000935665,0.160525715,0.000743857,0.169974439,0.00070663,0.182887099,0.000723226,-3.206807945,0.024627874,-2.988268038,0.016793976,-2.793335894,0.013498701,-2.583301393,0.009542877,2.553938163,0.054370986,3.060833175,0.040080158,3.553110437,0.036128663,4.283848335,0.041554845,2.24311742,0.034833134,2.558108853,0.024159474,2.930012065,0.024977865,3.406762849,0.025953435
T80_m4_lambdas_0.15_0.43_0.64_0.85,80,4,const,-9.675182482,0.5,0.007068651,0.129034084,0,0,2.01E-10,1726321507,0.15,0.43,0.64,0.85,,-21.11704021,0.235161938,-18.36580793,0.193403687,-16.1764871,0.118285422,-14.03418321,0.091990035,0.150676268,0.001061831,0.161074007,0.000695241,0.170472658,0.000864587,0.182632045,0.00046177,-3.204391142,0.021633204,-2.975981564,0.014919942,-2.795262282,0.013863129,-2.592959603,0.009906992,2.749279722,0.036428324,3.266496963,0.038771139,3.790951635,0.037952627,4.620022771,0.037434753,2.364647267,0.030405102,2.740063162,0.027941044,3.102964799,0.025660786,3.582029921,0.018917858
T80_m4_lambdas_0.22_0.43_0.64_0.85,80,4,const,-9.496428571,0.5,0.007070989,0.126269068,0,0,3.10E-10,1726324097,0.22,0.43,0.64,0.85,,-21.17017262,0.288429643,-18.05831104,0.19764446,-16.07735362,0.14333361,-13.87664321,0.096342751,0.150753881,0.001196006,0.162177357,0.000857652,0.171808759,0.000713548,0.184003975,0.000636924,-3.213218378,0.016584799,-2.957406322,0.014316291,-2.787641084,0.014166923,-2.578727052,0.008320718,2.667299059,0.042207449,3.134816246,0.036916829,3.667260568,0.04023854,4.426249617,0.04070062,2.294620351,0.034868257,2.655189978,0.022071681,3.007334668,0.026975577,3.477283252,0.029224233
T80_m5_lambdas_0.15_0.312_0.473_0.635_0.796,80,5,const,-10.76666667,0.5,0.00706904,0.147313913,0,0,4.34E-10,56512553990,0.15,0.312,0.473,0.635,0.796,-23.67829131,0.298237379,-20.83018351,0.220337284,-18.39483626,0.133488285,-16.23575891,0.094043629,0.142538628,0.000964898,0.151432883,0.000861115,0.160710884,0.000737556,0.170948487,0.000536039,-3.399709029,0.020535183,-3.175368583,0.018484732,-2.989848643,0.009622421,-2.797181698,0.00788585,3.168874704,0.048663771,3.716418209,0.047639331,4.260229073,0.034800679,5.029650758,0.051749294,2.570094466,0.030223276,2.975381452,0.037596898,3.332771168,0.02393198,3.812442543,0.025681743
T80_m5_lambdas_0.15_0.312_0.473_0.635_0.85,80,5,const,-10.2037037,0.5,0.007068578,0.1309457,0,0,4.52E-10,60257127668,0.15,0.312,0.473,0.635,0.85,-22.99612844,0.34779639,-20.29150988,0.146947134,-18.14300777,0.138781015,-15.82509958,0.093471198,0.144180331,0.001083488,0.15371844,0.000678206,0.161485167,0.000567282,0.172878171,0.000512215,-3.35125728,0.024939776,-3.132783393,0.013628618,-2.962832745,0.0129739,-2.759428263,0.008307336,2.8539828,0.048856743,3.327217955,0.033601293,3.862534117,0.041011888,4.60246406,0.040814312,2.393507889,0.032859402,2.742286795,0.02036474,3.063053156,0.024883898,3.50761918,0.020168186
T80_m5_lambdas_0.15_0.312_0.473_0.688_0.85,80,5,const,-10.42460317,0.5,0.007069917,0.140298965,0,0,2.64E-10,60356458201,0.15,0.312,0.473,0.688,0.85,-23.33490816,0.42725,-20.48531493,0.172781168,-18.17254311,0.142995529,-16.05585703,0.105486036,0.142203921,0.00125731,0.152816401,0.000621725,0.161979691,0.000550958,0.172049507,0.000420914,-3.367559402,0.023215003,-3.159883852,0.017083834,-2.969486573,0.012037845,-2.776315176,0.009998028,2.995324177,0.041077551,3.489777751,0.049927887,4.051673893,0.041613545,4.796817541,0.042707475,2.489065337,0.034176971,2.827497672,0.032474599,3.177165663,0.021806854,3.621263712,0.023673678
T80_m5_lambdas_0.15_0.312_0.527_0.688_0.85,80,5,const,-9.864341085,0.5,0.007069206,0.137036198,0,0,2.88E-10,60359193463,0.15,0.312,0.527,0.688,0.85,-23.32235449,0.289580721,-20.39531967,0.196026942,-17.91385259,0.156768731,-15.45633205,0.110045842,0.143597045,0.00093136,0.153419517,0.000747787,0.16325199,0.000581978,0.174702214,0.000598872,-3.372154363,0.016001787,-3.149227634,0.015421588,-2.943105148,0.012539362,-2.732275471,0.009317122,2.600258351,0.05176667,3.141707105,0.050582894,3.679563373,0.034229378,4.376597823,0.035704368,2.224692063,0.026054087,2.551068802,0.031412,2.916451261,0.023226783,3.359589862,0.018740706
T80_m5_lambdas_0.15_0.365_0.527_0.688_0.85,80,5,const,-10.95535714,0.5,0.007070491,0.157836335,0,0,3.13E-10,60359266020,0.15,0.365,0.527,0.688,0.85,-23.79860115,0.30146682,-21.21138155,0.193259344,-18.91616057,0.153457903,-16.56344798,0.0911182,0.141344483,0.001042403,0.1504924,0.000534641,0.158699884,0.000610703,0.169297239,0.000432561,-3.396344586,0.020983657,-3.204577034,0.016414009,-3.028425597,0.014914878,-2.829689167,0.009259922,3.263547192,0.037768554,3.75831548,0.048819202,4.35018974,0.048447395,5.165955962,0.046825592,2.693737806,0.033782622,3.021968349,0.023115885,3.403558118,0.029067125,3.859881428,0.026346922
T80_m5_lambdas_0.204_0.365_0.527_0.688_0.85,80,5,const,-10.20909091,0.5,0.007069402,0.160706087,0,0,4.22E-10,60359268018,0.204,0.365,0.527,0.688,0.85,-22.62638314,0.310448857,-20.14802804,0.139555804,-18.14858192,0.122837972,-15.90354323,0.107414464,0.145729498,0.000680248,0.154169959,0.000577467,0.161868049,0.000565737,0.172680882,0.000616537,-3.323792851,0.020670624,-3.134136101,0.011808047,-2.963436156,0.011384678,-2.764052817,0.009706357,2.930487667,0.036903802,3.368002805,0.033873483,3.901274832,0.046403841,4.658774477,0.04041598,2.464659687,0.029397955,2.76017281,0.02600043,3.081989723,0.024178165,3.525859893,0.020991434
T100_m0_lambdas_,100,0,const,-6.942094951,0.5,0,0.037443521,0,0,3.34E-10,-20,,,,,,-14.67411239,0.081444603,-11.66321593,0.041341431,-9.327238035,0.031865534,-6.992936062,0.024037948,0.179314728,0.000502806,0.199961231,0.000374044,0.221693799,0.00032695,0.252462511,0.000434312,-2.658943112,0.008063798,-2.356795186,0.004347004,-2.097141156,0.003782241,-1.798141933,0.002845507,1.861279438,0.019625768,2.375290166,0.024832163,2.984783834,0.030081382,3.996248366,0.039219785,1.809130139,0.019174027,2.270464101,0.022089027,2.825440462,0.027188095,3.723207486,0.035970353
T100_m1_lambdas_0.15,100,1,const,-7.518181818,0.5,0.007070528,0.107137391,0,0,1.56E-10,120254370,0.15,,,,,-16.32550413,0.4165195,-13.13049694,0.178558168,-10.66425343,0.146187178,-8.420811334,0.093358544,0.169686191,0.001956291,0.188084764,0.001355511,0.208047964,0.001247498,0.232565593,0.00130742,-2.798477265,0.029339209,-2.507304531,0.023597882,-2.259229582,0.015801448,-1.985435969,0.010755529,2.023657759,0.035307458,2.585561082,0.057110817,3.228242049,0.047614083,4.148633953,0.046450012,1.912893777,0.034677884,2.350527128,0.042238825,2.852978926,0.038217944,3.630514926,0.036191901
T100_m1_lambdas_0.267,100,1,const,-7.525581395,0.5,0.007069796,0.082221719,0,0,2.11E-10,120258699,0.267,,,,,-16.41402754,0.357243784,-13.01063983,0.241143042,-10.74405201,0.119679313,-8.50978156,0.087611029,0.170173228,0.001814872,0.189763457,0.00124954,0.207017095,0.001190676,0.231423271,0.001288385,-2.822499668,0.031948003,-2.506873464,0.023447766,-2.261835398,0.014831102,-1.989668682,0.012824288,2.0481386,0.058905037,2.58718542,0.049816619,3.188933861,0.03938728,4.103812616,0.058166136,1.882198664,0.053497139,2.340823745,0.032536164,2.862892736,0.041997675,3.629670937,0.038269165
T100_m1_lambdas_0.383,100,1,const,-7.54679803,0.5,0.007069088,0.087082116,0,0,2.49E-10,120262991,0.383,,,,,-16.3214253,0.329768472,-13.1664631,0.253867459,-10.71786901,0.147111499,-8.447459058,0.09264219,0.170260381,0.001811363,0.189160439,0.001593855,0.207891878,0.001164102,0.23201956,0.001359763,-2.813053786,0.028695818,-2.518617848,0.029153242,-2.252637371,0.015462599,-1.998657427,0.011062479,2.03381236,0.041608747,2.543290115,0.052656084,3.203084341,0.03926465,4.088080749,0.051363325,1.906165217,0.033016087,2.351708531,0.039650957,2.878633948,0.037648336,3.610593485,0.038174055
T100_m1_lambdas_0.5,100,1,const,-7.605820106,0.5,0.007067694,0.093532643,0,0,7.81E-11,120267320,0.5,,,,,-16.30016071,0.355685827,-12.86032528,0.268585867,-10.50453139,0.12284461,-8.334010089,0.093914979,0.17039114,0.001519959,0.19089307,0.001807903,0.210919238,0.001188876,0.232841471,0.001359243,-2.770776363,0.039617292,-2.469029259,0.018886822,-2.245776691,0.013848999,-1.97959894,0.012965267,2.094057435,0.053783655,2.706604083,0.043771183,3.221628377,0.045877052,4.196695431,0.055770255,1.974111681,0.055676788,2.481362081,0.04416849,2.936422622,0.029096685,3.716200596,0.040650738
T100_m1_lambdas_0.617,100,1,const,-7.461883408,0.5,0.007069084,0.079272061,0,0,3.86E-11,120271649,0.617,,,,,-15.5301402,0.269315207,-12.77757003,0.17873094,-10.56878491,0.13605243,-8.21581639,0.096872252,0.175823146,0.001484847,0.191912796,0.001387182,0.20986553,0.001126734,0.233878548,0.001395649,-2.749428408,0.021691826,-2.487061836,0.021168931,-2.249086099,0.016256069,-1.95744735,0.012147693,2.059546218,0.03082128,2.489212379,0.041630722,3.125282116,0.05992319,4.138759684,0.051998774,1.922382442,0.03109023,2.326104034,0.038959973,2.835259243,0.04275263,3.677384129,0.047738357
T100_m1_lambdas_0.733,100,1,const,-7.288018433,0.5,0.007064559,0.081463915,0,0,4.71E-10,120275941,0.733,,,,,-15.32614552,0.276470534,-12.69487001,0.200587353,-10.29269689,0.127604744,-8.007899185,0.090856437,0.175955035,0.002071142,0.192062387,0.001458593,0.210625263,0.001242843,0.236443024,0.001291539,-2.739875132,0.025081767,-2.465636789,0.022690317,-2.209036721,0.018198758,-1.92849791,0.010406131,1.948189483,0.04263545,2.442298665,0.045934743,3.073521319,0.055445038,3.991367562,0.053755804,1.828654578,0.0444632,2.295290178,0.037315849,2.827896532,0.044548894,3.609873896,0.033586268
T100_m1_lambdas_0.85,100,1,const,-7.06097561,0.5,0.007068519,0.086232534,0,0,1.05E-10,120280270,0.85,,,,,-15.7007907,0.265914655,-12.49302323,0.235066071,-10.07172411,0.16193868,-7.785587763,0.089800918,0.173675968,0.001519495,0.192460877,0.001488731,0.211391311,0.001283027,0.237030976,0.001417213,-2.755212689,0.028932303,-2.443816742,0.02126138,-2.169533623,0.014414359,-1.903149955,0.012302912,1.804818987,0.044353381,2.288770885,0.046793906,2.969562624,0.041897635,3.811983752,0.053891513,1.734817893,0.042491094,2.18158243,0.035715039,2.764231112,0.033622713,3.498382485,0.042759799
T100_m2_lambdas_0.15_0.383,100,2,const,-8.434659091,0.5,0.007069076,0.100441304,0,0,7.62E-11,120786616,0.15,0.383,,,,-17.6580544,0.360728647,-14.66572785,0.210270251,-12.44521915,0.130149534,-10.300702,0.115147912,0.163884969,0.001835841,0.178981603,0.001177963,0.193505875,0.001137751,0.212588098,0.001017365,-2.92342566,0.023094291,-2.666823432,0.017848958,-2.449382761,0.013133711,-2.204194967,0.011414755,2.429562205,0.057205262,2.960867299,0.047932512,3.529275377,0.038477856,4.49901389,0.048403569,2.1924339,0.029878228,2.583792882,0.035605548,3.03669135,0.033883312,3.743555566,0.034775283
T100_m2_lambdas_0.15_0.5,100,2,const,-8.333333333,0.5,0.007066993,0.098209275,0,0,1.71E-10,120946789,0.15,0.5,,,,-17.55165526,0.313443503,-14.64412573,0.202461279,-12.44516076,0.124669579,-10.07773574,0.100415823,0.16446567,0.001671303,0.179360556,0.001327872,0.194350612,0.001040179,0.21369626,0.001052769,-2.928657564,0.029259439,-2.653215749,0.02076275,-2.438771003,0.014953633,-2.185590608,0.01091226,2.311063387,0.044407141,2.888106428,0.042738066,3.503555778,0.044637017,4.465396215,0.054042129,2.112072454,0.036049162,2.558861308,0.035350389,3.01090071,0.034603157,3.698582182,0.034170762
T100_m2_lambdas_0.15_0.617,100,2,const,-8.210526316,0.5,0.007067881,0.116300457,0,0,3.13E-10,121106962,0.15,0.617,,,,-17.78290283,0.370957913,-14.70862627,0.222529706,-12.31768303,0.151887853,-10.01373046,0.1065048,0.165062569,0.001212685,0.179846093,0.001211945,0.194959688,0.001066374,0.213631845,0.001109621,-2.907023867,0.036130887,-2.665295604,0.018473037,-2.429353891,0.016167482,-2.168035341,0.011530298,2.27915364,0.034324916,2.764154993,0.045285062,3.382594262,0.038901901,4.281124356,0.050332793,2.091323608,0.039458191,2.467241822,0.036796774,2.949662825,0.037852637,3.665855012,0.03661105
T100_m2_lambdas_0.15_0.733,100,2,const,-8.135057471,0.5,0.00706769,0.101595802,0,0,8.07E-11,121265766,0.15,0.733,,,,-17.60445229,0.245445999,-14.251767,0.204045019,-11.87692979,0.144308335,-9.664558876,0.091795077,0.164630608,0.001325028,0.181347626,0.001698876,0.198059273,0.001108212,0.216813106,0.000913503,-2.929358742,0.025474204,-2.614861976,0.019274498,-2.366814278,0.015097823,-2.135570208,0.009166781,2.293883975,0.063348539,2.804524742,0.04567324,3.425747317,0.049629231,4.339227889,0.051167407,2.03905661,0.044861054,2.531702511,0.028870462,3.027682355,0.032662104,3.680515997,0.034324678
T100_m2_lambdas_0.15_0.85,100,2,const,-8.223076923,0.5,0.007065751,0.090654716,0,0,4.36E-10,121425939,0.15,0.85,,,,-17.3876192,0.374306844,-14.4195176,0.227429944,-11.95635551,0.152989899,-9.780878321,0.08962671,0.164630071,0.001620226,0.180503243,0.001092497,0.195976952,0.001146501,0.216143857,0.000878372,-2.89659999,0.034654871,-2.629015489,0.02233015,-2.382913628,0.012469543,-2.147951042,0.011239728,2.24505241,0.057265867,2.896465508,0.055963232,3.50188841,0.038032933,4.351519786,0.040210561,2.114928455,0.034520674,2.566576507,0.03427907,3.092733715,0.034218039,3.735446642,0.032903378
T100_m2_lambdas_0.267_0.5,100,2,const,-8.077586207,0.5,0.007068821,0.101595802,0,0,3.19E-10,120951118,0.267,0.5,,,,-17.30538908,0.302635861,-14.65690346,0.187048173,-12.47423993,0.162267263,-10.04457141,0.124705576,0.165615395,0.001293547,0.178601233,0.001051406,0.193971216,0.001081678,0.21424269,0.000849493,-2.901334515,0.027854063,-2.655048102,0.018081099,-2.437288677,0.0124784,-2.179012603,0.012680238,2.248694203,0.05347178,2.724316843,0.049330677,3.263424391,0.043261112,4.159378041,0.060723293,1.989443444,0.039706417,2.437516921,0.025549753,2.835930131,0.026233556,3.50826659,0.036179122
T100_m2_lambdas_0.267_0.617,100,2,const,-7.928909953,0.5,0.007067993,0.083780424,0,0,1.19E-10,121111291,0.267,0.617,,,,-17.52628228,0.325625382,-14.42826035,0.228374451,-12.1498393,0.128116048,-9.883455323,0.097228252,0.166220216,0.00149682,0.181026453,0.001034682,0.196852825,0.001128153,0.214969167,0.000977426,-2.907166965,0.023501497,-2.648155464,0.022103509,-2.411347977,0.014921529,-2.157416298,0.013046529,2.117488419,0.030642207,2.613712335,0.041413191,3.211271789,0.050383068,4.024949954,0.044692843,1.964234562,0.03020209,2.342460743,0.035527282,2.790901167,0.040195602,3.451031708,0.03974638
